Date,Close,Dividend,Split
2025-04-10,91.35,6.68,1
2025-04-09,105.05,0,1
2025-04-08,86.0,0,1
2025-04-07,96.2,0,1
2025-04-04,103.15,0,1
2025-04-03,100.1,0,1
2025-04-02,109.4,0,1
2025-04-01,107.1,0,1
2025-03-31,101.65,0,1
2025-03-28,101.85,0,1
2025-03-27,112.9,0,1
2025-03-26,114.0,0,1
2025-03-25,116.75,0,1
2025-03-24,114.75,0,1
2025-03-21,107.85,0,1
2025-03-20,106.7,0,1
2025-03-19,106.5,0,1
2025-03-18,101.1,0,1
2025-03-17,103.65,0,1
2025-03-14,104.3,0,1
2025-03-13,94.45,6.89,1
2025-03-12,101.1,0,1
2025-03-11,100.15,0,1
2025-03-10,91.95,0,1
2025-03-07,108.85,0,1
2025-03-06,113.05,0,1
2025-03-05,113.5,0,1
2025-03-04,104.7,0,1
2025-03-03,98.95,0,1
2025-02-28,100.55,0,1
2025-02-27,95.55,0,1
2025-02-26,103.25,0,1
2025-02-25,98.65,0,1
2025-02-24,110.45,0,1
2025-02-21,116.35,0,1
2025-02-20,124.3,0,1
2025-02-19,122.4,0,1
2025-02-18,126.75,0,1
2025-02-14,127.15,0,1
2025-02-13,123.6,10.11,1
2025-02-12,134.3,0,1
2025-02-11,131.6,0,1
2025-02-10,136.35,0,1
2025-02-07,133.65,0,1
2025-02-06,132.35,0,1
2025-02-05,135.85,0,1
2025-02-04,139.05,0,1
2025-02-03,138.15,0,1
2025-01-31,134.25,0,1
2025-01-30,135.5,0,1
2025-01-29,135.9,0,1
